4898341,17.787199,100392.5781,77.186386,349.125,-87.5,179.125,-9.7,-0.16,-0.36,461
4898374,17.787199,100407.9453,77.276047,349.125,-87.5,179.125,-9.71,-0.16,-0.38,376
4898406,17.782776,100399.1875,78.012123,349.125,-87.5,179.125,-9.71,-0.14,-0.37,330
4898442,17.791622,100401.3438,77.689415,349.125,-87.5,179.125,-9.69,-0.13,-0.4,385
4898475,17.778353,100409.6328,76.722885,349.125,-87.5,179.125,-9.71,-0.15,-0.39,349
4898506,17.77393,100389.3438,77.547577,349.125,-87.5,179.125,-9.71,-0.16,-0.38,376
4898542,17.782776,100391.5,77.276047,349.125,-87.5,179.125,-9.69,-0.16,-0.37,318
4898575,17.782776,100399.1875,78.012123,349.125,-87.5,179.125,-9.72,-0.17,-0.39,324
4898606,17.778353,100394.2656,77.366722,349.125,-87.5,179.125,-9.7,-0.16,-0.38,386
4898643,17.787199,100392.5781,77.830757,349.125,-87.5,179.125,-9.73,-0.11,-0.36,422
4898676,17.782776,100399.1875,77.92144,349.125,-87.5,179.125,-9.7,-0.14,-0.38,377
4898707,17.782776,100399.1875,78.012123,349.125,-87.5,179.125,-9.71,-0.15,-0.39,400
4898743,17.782776,100395.3438,77.508568,349.125,-87.5,179.125,-9.7,-0.16,-0.37,350
4898776,17.778353,100398.1094,77.457405,349.125,-87.5,179.125,-9.67,-0.19,-0.35,353
4898807,17.787199,100396.4219,77.92144,349.125,-87.5,179.125,-9.69,-0.15,-0.37,346
4898844,17.782776,100395.3438,77.366722,349.125,-87.5,179.125,-9.71,-0.12,-0.41,286
4898877,17.782776,100395.3438,77.59874,349.125,-87.5,179.125,-9.7,-0.14,-0.39,312
4898908,17.782776,100399.1875,77.689415,349.125,-87.5,179.125,-9.7,-0.17,-0.38,311
4898944,17.782776,100395.3438,78.153465,349.125,-87.5,179.125,-9.71,-0.22,-0.36,376
4898977,17.787199,100411.7891,77.186386,349.125,-87.5,179.125,-9.68,-0.17,-0.39,385
4899008,17.782776,100395.3438,77.135223,349.125,-87.5,179.125,-9.7,-0.13,-0.39,372
4899045,17.782776,100391.5,77.366722,349.125,-87.5,179.125,-9.74,-0.13,-0.38,396
4899078,17.787199,100392.5781,77.366722,349.125,-87.5,179.125,-9.71,-0.14,-0.36,421
4899109,17.782776,100391.5,78.012123,349.125,-87.5,179.125,-9.72,-0.13,-0.37,370
4899145,17.782776,100395.3438,77.276047,349.125,-87.5,179.125,-9.71,-0.19,-0.37,335
4899178,17.787199,100388.7344,77.366722,349.125,-87.5,179.125,-9.72,-0.18,-0.37,330
4899209,17.782776,100395.3438,77.366722,349.125,-87.5,179.125,-9.72,-0.16,-0.35,385
4899246,17.778353,100394.2656,77.689415,349.125,-87.5,179.125,-9.73,-0.15,-0.37,359
4899279,17.782776,100387.6563,78.243645,349.125,-87.5,179.125,-9.72,-0.14,-0.4,407
4899310,17.782776,100391.5,77.92144,349.125,-87.5,179.125,-9.61,-0.13,-0.39,343
4899346,17.787199,100384.8984,77.689415,349.125,-87.5,179.125,-9.61,-0.1,-0.46,387
4899379,17.787199,100392.5781,77.045563,349.125,-87.5,179.125,-9.69,-0.16,-0.43,390
4899410,17.787199,100396.4219,77.366722,349.125,-87.5,179.125,-9.7,-0.11,-0.59,376
4899447,17.782776,100391.5,77.366722,349.1875,-87.5,179.125,-9.55,-0.17,-0.5,385
4899479,17.782776,100391.5,77.276047,349.1875,-87.5,179.125,-9.55,-0.13,0.1,348
4899516,17.782776,100395.3438,77.689415,349.3125,-87.5,179.125,-10.11,0.52,2.18,435
4899552,17.787199,100396.4219,77.780098,349.5,-87.5,179.125,-9.77,0.2,0.43,400
4899588,17.77393,100397.0313,77.547577,349.5625,-87.5,179.125,-9.86,-0.32,-0.1,381
4899620,17.778353,100398.1094,78.012123,349.625,-87.5,179.125,-9.82,-0.14,-0.39,368
4899651,17.77393,100389.3438,78.012123,349.6875,-87.5625,179.125,-9.66,-0.18,-1.25,416
4899682,17.782776,100395.3438,78.746727,349.875,-87.5625,179.0625,-9.42,-0.19,-0.69,396
4899712,17.782776,100356.9297,79.300507,349.875,-87.5625,179.0625,-11.22,0.05,0.1,378
4899743,17.787199,100373.375,79.945518,349.9375,-87.5625,179.125,-39.23,-2.59,0.52,397
4899779,17.778353,100459.5703,85.838097,349.1875,-87.5625,179.125,-39.279999,-1.1,-2.71,403
4899814,17.778353,100352.0078,81.415558,348,-87.5625,179.125,-39.279999,-2.93,-1.4,334
4899850,17.77393,100358.6172,80.1259,346.5,-87.5625,179.125,-39.279999,-2.28,1.61,445
4899882,17.765085,100318.0469,83.258858,345.75,-87.5625,179.25,-39.279999,-0.37,-0.75,430
4899918,17.77393,100281.7891,85.747849,345.0625,-87.625,179.3125,-39.279999,-2.11,-0.43,432
4899954,17.787199,100365.6875,85.335175,344.125,-87.625,179.375,-39.279999,0.94,1.66,403
4899990,17.782776,100372.2969,87.127953,343.5625,-87.625,179.375,-39.279999,-2.35,5.67,345
4900022,17.782776,100337.7188,83.994339,343.875,-87.4375,179.375,-39.279999,-0.14,-2.37,332
4900053,17.791622,100324.5156,83.954803,344.75,-87.1875,179.375,-39.279999,-2.39,-3.38,338
4900089,17.787199,100258.1328,88.791725,346.4375,-87.1875,179.3125,-39.279999,1.37,1.11,383
4900122,17.791622,100263.0547,84.922005,347.8125,-87.25,179.3125,-39.279999,-1.91,0.87,373
4900153,17.791622,100293.7813,88.378922,348.9375,-87.375,179.25,-39.279999,-1.22,1.55,337
4900184,17.800468,100276.7266,90.546547,350.625,-87.4375,179.1875,-39.279999,-1.5,-0.03,327
4900220,17.800468,100207.5859,92.15963,352.0625,-87.4375,179,-39.279999,-1.47,0.65,299
4900256,17.800468,100211.4219,91.514366,353.625,-87.5,178.8125,-39.279999,-0.42,3.28,355
4900292,17.791622,100197.75,92.663383,355.875,-87.4375,178.5,-39.279999,-0.49,2.61,310
4900324,17.796045,100187.3047,98.938309,357.625,-87.375,178.1875,-39.279999,-0.08,2.07,366
4900359,17.791622,100132.4453,97.646477,0.1875,-87.25,177.75,-39.279999,-0.61,3.18,395
4900392,17.796045,100141.2031,99.764763,2.125,-87.0625,177.375,-39.279999,-0.81,0.51,394
4900425,17.796045,100114.3203,98.382477,4.875,-86.6875,176.8125,-39.279999,-0.03,1.44,368
4900455,17.800468,100088.5078,102.257202,6.9375,-86.3125,176.375,-39.279999,-0.76,0.21,368
4900486,17.804892,100043.4844,106.870483,9.0625,-85.9375,4,-39.279999,-0.09,0.88,348
4900516,17.800468,100027.0469,108.447479,11.3125,-85.4375,4.4375,-39.279999,1.06,1.9,399
4900546,17.800468,100034.7266,110.244759,13.625,-85,4.75,-39.279999,0.79,1.1,381
4900582,17.800468,99977.10938,114.356247,15.9375,-84.5,5.0625,-39.279999,0,-0.6,357
4900618,17.791622,99963.4375,114.627724,18.375,-84.0625,5.25,-39.279999,-0.17,-0.38,318
4900654,17.791622,99921.1875,118.922516,21.625,-83.5,5.3125,-39.279999,0.22,-0.34,355
4900686,17.791622,99863.57031,123.037941,24,-83.125,49.875,-39.279999,-0.33,-0.88,358
4900722,17.800468,99842.67188,125.122726,27.1875,-82.6875,42.9375,-39.279999,0.61,-0.87,334
4900758,17.800468,99815.78906,128.036133,29.4375,-82.4375,37.9375,-39.279999,1.59,-1.68,412
4900794,17.796045,99780.14844,129.977829,32.4375,-82.25,31.75,-39.279999,0.97,-2.13,439
4900826,17.791622,99732.98438,134.602936,34.6875,-82.1875,27.5625,-39.279999,-0.24,-1.71,398
4900857,17.800468,99727.44531,135.160706,37.6875,-82.3125,22.4375,-39.279999,-0.86,-2.17,406
4900893,17.791622,99671.53125,139.696884,40.0625,-82.5,18.875,-39.279999,-1.31,-2.56,469
4900926,17.791622,99633.125,141.641281,42.5,-82.75,15.625,-39.279999,-2.05,-2.14,446
4900956,17.809315,99591.3125,145.11763,45.1875,-83.125,12.625,-39.279999,-1.57,-1.19,423
4900988,17.804892,99544.15625,148.036652,49.0625,-83.6875,0.9375,-39.279999,-0.64,-1.12,413
4901018,17.809315,99529.85938,151.838623,52.3125,-84.125,0.625,-39.279999,-0.71,0.1,409
4901049,17.809315,99479.92969,156.057968,55.6875,-84.5625,0.3125,-39.279999,-1.84,1.41,408
4901085,17.809315,99437.67969,159.070435,59.375,-84.9375,0.125,-39.279999,-0.16,0.98,376
4901121,17.813738,99381.14063,164.357239,63.25,-85.3125,0,-39.279999,0.29,0.79,330
4901156,17.809315,99330.14063,168.165192,68.75,-85.5625,-0.25,-39.279999,0.7,1.16,338
4901188,17.809315,99295.57813,172.300705,73.0625,-85.75,-0.4375,-39.279999,0.37,1.58,427
4901225,17.796045,99230.92969,175.786819,79.0625,-85.75,-0.8125,-39.279999,1.12,1.69,409
4901261,17.804892,99160.09375,180.521393,83.75,-85.625,-1.125,-39.279999,1.41,1.47,463
4901296,17.813738,99116.14063,186.794876,90.1875,-85.375,-1.6875,-39.279999,1.01,1.29,412
4901329,17.809315,99065.14844,192.24028,96.875,-85.125,-2.375,-39.279999,0.17,-1.59,423
4901359,17.804892,99014.15625,194.519852,102.125,-84.9375,-2.9375,-39.279999,-0.1,-1.55,368
4901396,17.818161,98967.42969,201.183197,107.4375,-84.8125,-3.4375,-39.279999,-0.05,-1.5,330
4901429,17.813738,98901.07813,204.26265,113,-84.75,-4,-39.279999,0.2,-0.82,418
4901459,17.827007,98858.1875,207.378387,118.75,-84.75,-4.375,-39.279999,0.4,-0.84,410
4901490,17.822584,98799.51563,213.397125,126.8125,-84.75,-4.8125,-39.279999,-0.79,-0.25,412
4901521,17.818161,98748.53125,217.167679,133.1875,-84.8125,-4.9375,-39.279999,-0.54,0.27,459
4901551,17.818161,98694.76563,223.282516,139.75,-84.875,-5,-39.279999,-1.19,2.04,487
4901587,17.809315,98642.72656,227.203125,146.625,-85,-175,-39.279999,-0.38,1.92,433
4901623,17.804892,98561.02344,232.793732,153.5625,-85.125,-175.125,-39.279999,-0.56,1.39,371
4901659,17.791622,98504.08594,239.515182,163.25,-85.25,-175.375,-39.279999,1.06,1.64,393
4901691,17.796045,98436.03125,244.897736,170.625,-85.3125,-175.5625,-39.279999,1.16,0.72,323
4901727,17.804892,98369.03125,250.463379,180.625,-85.3125,-175.8125,-39.279999,0.43,-2.07,418
4901763,17.800468,98298.85938,256.924683,188.25,-85.25,-175.9375,-39.279999,1.01,-2.41,365
4901799,17.800468,98222.07031,263.276031,198.6875,-85,-176.25,-39.279999,-1.96,-1.38,348
4901831,17.800468,98172.15625,268.161682,206.8125,-84.875,-176.5625,-39.279999,-1.5,-4.17,439
4901861,17.800468,98114.5625,274.576721,215.25,-84.6875,-177.125,-39.279999,-2.5,-2.5,430
4901898,17.800468,98022.41406,278.754395,227.0625,-84.4375,-178.125,-39.279999,-0.74,-0.93,412
4901931,17.804892,97973.55469,285.233368,236.25,-84.25,-179.0625,-39.279999,0.51,0.94,380
4901961,17.804892,97892.92969,289.653687,245.75,-84.1875,179.875,-39.279999,1.26,1.09,417
4901992,17.800468,97826.60938,295.332947,258.4375,-84.125,178.5625,-39.279999,1.77,0.44,474
4902029,17.809315,97744.25,303.46756,268.0625,-84.1875,177.625,-39.279999,1.52,0.14,367
4902065,17.800468,97669.20313,309.902954,277.75,-84.25,176.875,-39.279999,2.32,0,386
4902101,17.800468,97607.78125,315.683533,290.6875,-84.5,176.125,-39.279999,0.12,-1.05,350
4902132,17.796045,97533.78906,321.195587,300.375,-84.75,175.8125,-39.279999,-0.48,0.85,445
4902163,17.796045,97476.20313,326.561646,309.875,-85,175.625,-39.279999,1.27,0.91,479
4902199,17.800468,97396.63281,334.630493,322.4375,-85.3125,175.5,-39.279999,2.11,-0.27,318
4902232,17.796045,97322.64844,340.573517,331.9375,-85.4375,175.4375,-39.279999,-0.64,1.85,350
4902263,17.796045,97242.03906,347.691345,341.375,-85.5625,4.375,-39.279999,0.35,1.31,362
4902294,17.791622,97168.05469,353.311005,353.8125,-85.625,4,-39.279999,-0.03,2.31,395
4902325,17.791622,97091.28125,360.016968,3.0625,-85.625,3.5625,-39.279999,0.59,-1.46,404
4902355,17.782776,97031.61719,368.050507,12.25,-85.5625,3,-39.279999,0.02,-0.43,406
4902391,17.782776,96916.46875,375.00589,21.4375,-85.5,2.3125,-39.060001,0.47,-0.63,431
4902427,17.778353,96819.46875,382.297729,30.6875,-85.375,1.4375,-26.780001,-0.31,-0.79,396
4902463,17.778353,96746.53906,390.016571,43,-85.25,0.1875,-9.73,0.21,0.65,409
4902494,17.77393,96726.3125,390.106354,52.375,-85.0625,-0.6875,1.42,2.57,-2.76,384
4902531,17.782776,96728.39063,390.348083,64.9375,-84.875,-2.0625,4.33,-1.96,-4.04,413
4902567,17.782776,96682.33594,394.330994,74.375,-84.6875,-3.0625,7.19,-0.09,-1.06,407
4902603,17.782776,96628.60156,400.729156,87.25,-84.6875,-4.0625,9.62,-4.6,-1.73,411
4902635,17.778353,96558.47656,406.044647,97.1875,-84.8125,-4.4375,10.61,-2.32,-2.04,397
4902665,17.782776,96498.10938,411.030151,107.4375,-85.0625,-4.5625,11.75,2.56,-2.48,318
4902702,17.782776,96455.89063,416.17038,121.0625,-85.3125,-4.5625,12.07,3.64,-1.4,431
4902735,17.782776,96382.97656,422.492035,131.4375,-85.375,-4.5625,12.05,2.58,-4.22,409
4902765,17.778353,96309.01563,427.818237,141.875,-85.3125,-175.3125,11.9,3.53,-1.1,464
4902796,17.782776,96252.49219,433.237366,155.8125,-85.125,-175.4375,11.73,2.48,-1.31,396
4902827,17.778353,96182.375,438.506165,166.375,-84.9375,-175.625,11.58,0.24,-1.91,416
4902857,17.77393,96123.77344,443.993347,177.125,-84.8125,-175.9375,11.64,-1.66,-2.75,356
4902893,17.77393,96043.1875,450.665039,188.0625,-84.6875,-176.5,11.62,1.12,-0.27,370
4902929,17.765085,95972.03906,456.519714,199.0625,-84.625,-177.1875,11.47,0.07,-0.45,423
4902965,17.765085,95902.96875,462.954987,213.875,-84.6875,-178.3125,11.39,1.58,-0.73,417
4902997,17.756239,95824.15625,468.726166,225.0625,-84.8125,-179.125,11.27,1.3,-2.8,330
